Order_ID,Order_Datetime,Branch,Customer_ID,Item_Name,Order_Type,Quantity,Unit_Price,Total_Amount
ORD05610,2025-12-07 09:04:00,Chi nhánh Gò Vấp,1780,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD01773,2025-12-07 09:53:00,Chi nhánh Tân Bình,2000,Trà đào cam sả,ShopeeFood,1,35000,35000
ORD04022,2025-12-07 10:05:00,Chi nhánh Tân Bình,2533,Trà đào cam sả,Mang đi,4,35000,140000
ORD07688,2025-12-07 10:15:00,Chi nhánh Gò Vấp,2092,Cà phê sữa đá,GrabFood,4,25000,100000
ORD03522,2025-12-07 10:47:00,Chi nhánh Quận 1,2663,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD09987,2025-12-07 10:52:00,Chi nhánh Gò Vấp,1540,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD05484,2025-12-07 10:54:00,Chi nhánh Quận 1,1121,Cà phê sữa đá,Dùng tại quán,2,25000,50000
ORD07918,2025-12-07 11:07:00,Chi nhánh Quận 1,2268,Bánh mì chả lụa,ShopeeFood,3,20000,60000
ORD06549,2025-12-07 11:41:00,Chi nhánh Gò Vấp,2635,Trà sữa trân châu,GrabFood,2,40000,80000
ORD00545,2025-12-07 12:02:00,Chi nhánh Quận 7,1341,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD03879,2025-12-07 12:06:00,Chi nhánh Quận 1,2190,Trà đào cam sả,ShopeeFood,2,35000,70000
ORD05936,2025-12-07 12:11:00,Chi nhánh Quận 1,2131,Cà phê sữa đá,Mang đi,1,25000,25000
ORD00769,2025-12-07 12:21:00,Chi nhánh Tân Bình,1645,Trà đào cam sả,GrabFood,2,35000,70000
ORD08653,2025-12-07 12:35:00,Chi nhánh Quận 7,1994,Bạc xỉu,GrabFood,2,25000,50000
ORD01387,2025-12-07 12:38:00,Chi nhánh Tân Bình,1721,Trà sữa trân châu,Dùng tại quán,3,40000,120000
ORD09170,2025-12-07 12:58:00,Chi nhánh Gò Vấp,1531,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD05986,2025-12-07 13:00:00,Chi nhánh Quận 7,1312,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD08461,2025-12-07 13:14:00,Chi nhánh Quận 1,1258,Bạc xỉu,ShopeeFood,2,25000,50000
ORD06411,2025-12-07 13:43:00,Chi nhánh Quận 1,1170,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD01866,2025-12-07 14:07:00,Chi nhánh Quận 1,1157,Cà phê sữa đá,Dùng tại quán,1,25000,25000
ORD06490,2025-12-07 15:05:00,Chi nhánh Quận 1,1505,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD01945,2025-12-07 15:22:00,Chi nhánh Quận 7,1072,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD03585,2025-12-07 15:26:00,Chi nhánh Gò Vấp,2370,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD04938,2025-12-07 15:34:00,Chi nhánh Quận 1,1725,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD03232,2025-12-07 15:39:00,Chi nhánh Tân Bình,2762,Bạc xỉu,Dùng tại quán,4,25000,100000
ORD06368,2025-12-07 15:52:00,Chi nhánh Gò Vấp,1276,Trà sữa trân châu,Mang đi,1,40000,40000
ORD06113,2025-12-07 15:55:00,Chi nhánh Gò Vấp,1352,Trà đào cam sả,Dùng tại quán,4,35000,140000
ORD09670,2025-12-07 15:57:00,Chi nhánh Gò Vấp,2495,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD04627,2025-12-07 15:59:00,Chi nhánh Gò Vấp,1205,Trà sữa trân châu,Mang đi,1,40000,40000
ORD06124,2025-12-07 15:59:00,Chi nhánh Tân Bình,1519,Cà phê sữa đá,ShopeeFood,1,25000,25000
ORD01648,2025-12-07 16:24:00,Chi nhánh Quận 1,1360,Nước ép dưa hấu,Mang đi,2,45000,90000
ORD02517,2025-12-07 16:28:00,Chi nhánh Quận 1,2071,Trà đào cam sả,Mang đi,4,35000,140000
ORD00053,2025-12-07 16:52:00,Chi nhánh Gò Vấp,2190,Trà đào cam sả,Mang đi,2,35000,70000
ORD05531,2025-12-07 17:31:00,Chi nhánh Quận 7,2691,Cà phê sữa đá,Mang đi,2,25000,50000
ORD01394,2025-12-07 18:05:00,Chi nhánh Quận 1,2569,Cà phê sữa đá,Dùng tại quán,3,25000,75000
ORD00055,2025-12-07 18:07:00,Chi nhánh Gò Vấp,1859,Trà đào cam sả,Mang đi,2,35000,70000
ORD09806,2025-12-07 18:37:00,Chi nhánh Gò Vấp,2920,Bạc xỉu,Mang đi,3,25000,75000
ORD02921,2025-12-07 19:05:00,Chi nhánh Gò Vấp,2804,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD01271,2025-12-07 19:23:00,Chi nhánh Gò Vấp,1188,Cà phê sữa đá,GrabFood,1,25000,25000
ORD04098,2025-12-07 20:29:00,Chi nhánh Tân Bình,2939,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD05909,2025-12-07 20:35:00,Chi nhánh Tân Bình,2419,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD06035,2025-12-07 20:48:00,Chi nhánh Quận 1,2704,Bạc xỉu,ShopeeFood,3,25000,75000
ORD08097,2025-12-07 20:48:00,Chi nhánh Tân Bình,2085,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD06677,2025-12-07 21:13:00,Chi nhánh Quận 7,2893,Bánh mì chả lụa,Dùng tại quán,3,20000,60000
ORD04029,2025-12-07 21:28:00,Chi nhánh Gò Vấp,1975,Nước ép dưa hấu,Mang đi,1,45000,45000
ORD08073,2025-12-07 21:58:00,Chi nhánh Quận 1,2184,Trà sữa trân châu,ShopeeFood,4,40000,160000
ORD04251,2025-12-07 22:26:00,Chi nhánh Gò Vấp,2628,Bạc xỉu,Mang đi,2,25000,50000
ORD07673,2025-12-07 22:28:00,Chi nhánh Quận 7,1776,Trà đào cam sả,GrabFood,1,35000,35000
ORD00097,2025-12-07 22:57:00,Chi nhánh Tân Bình,2955,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD07766,2025-12-08 07:01:00,Chi nhánh Tân Bình,1826,Cà phê sữa đá,GrabFood,4,25000,100000
ORD09571,2025-12-08 07:19:00,Chi nhánh Gò Vấp,2646,Bạc xỉu,Mang đi,4,25000,100000
ORD06725,2025-12-08 07:58:00,Chi nhánh Tân Bình,2040,Bánh mì chả lụa,Dùng tại quán,3,20000,60000
ORD09164,2025-12-08 08:07:00,Chi nhánh Tân Bình,1909,Cà phê sữa đá,GrabFood,3,25000,75000
ORD00696,2025-12-08 08:15:00,Chi nhánh Tân Bình,2274,Cà phê sữa đá,Mang đi,3,25000,75000
ORD07037,2025-12-08 08:22:00,Chi nhánh Tân Bình,1824,Bạc xỉu,Dùng tại quán,4,25000,100000
ORD08008,2025-12-08 08:41:00,Chi nhánh Quận 7,1664,Trà sữa trân châu,ShopeeFood,4,40000,160000
ORD08475,2025-12-08 09:16:00,Chi nhánh Tân Bình,2547,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD02146,2025-12-08 09:25:00,Chi nhánh Gò Vấp,2748,Trà sữa trân châu,Mang đi,4,40000,160000
ORD04216,2025-12-08 09:35:00,Chi nhánh Quận 1,1898,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD03820,2025-12-08 09:44:00,Chi nhánh Gò Vấp,1627,Trà đào cam sả,Mang đi,1,35000,35000
ORD02356,2025-12-08 09:51:00,Chi nhánh Gò Vấp,2736,Trà đào cam sả,Dùng tại quán,4,35000,140000
ORD06457,2025-12-08 09:51:00,Chi nhánh Quận 1,2815,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD00821,2025-12-08 10:09:00,Chi nhánh Quận 7,1333,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD00746,2025-12-08 10:17:00,Chi nhánh Quận 7,1567,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD00845,2025-12-08 10:24:00,Chi nhánh Quận 1,2776,Trà sữa trân châu,Mang đi,1,40000,40000
ORD06355,2025-12-08 10:37:00,Chi nhánh Quận 7,1638,Trà sữa trân châu,Mang đi,2,40000,80000
ORD09874,2025-12-08 10:49:00,Chi nhánh Quận 1,2939,Nước ép dưa hấu,GrabFood,4,45000,180000
ORD06192,2025-12-08 10:52:00,Chi nhánh Tân Bình,1806,Nước ép dưa hấu,GrabFood,1,45000,45000
ORD09222,2025-12-08 10:53:00,Chi nhánh Tân Bình,2463,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD01292,2025-12-08 11:05:00,Chi nhánh Quận 1,2889,Bạc xỉu,Dùng tại quán,1,25000,25000
ORD02288,2025-12-08 11:14:00,Chi nhánh Gò Vấp,2532,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD05223,2025-12-08 11:40:00,Chi nhánh Quận 1,1279,Bạc xỉu,ShopeeFood,4,25000,100000
ORD02193,2025-12-08 11:55:00,Chi nhánh Quận 1,2064,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD02181,2025-12-08 11:56:00,Chi nhánh Quận 1,1452,Bạc xỉu,Mang đi,3,25000,75000
ORD06449,2025-12-08 12:06:00,Chi nhánh Gò Vấp,1378,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD03544,2025-12-08 12:49:00,Chi nhánh Quận 7,1648,Trà sữa trân châu,GrabFood,3,40000,120000
ORD03515,2025-12-08 13:30:00,Chi nhánh Tân Bình,2834,Trà sữa trân châu,ShopeeFood,3,40000,120000
ORD06830,2025-12-08 13:34:00,Chi nhánh Gò Vấp,2440,Bạc xỉu,GrabFood,1,25000,25000
ORD08176,2025-12-08 13:46:00,Chi nhánh Quận 1,1740,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD07424,2025-12-08 14:14:00,Chi nhánh Tân Bình,1597,Trà sữa trân châu,ShopeeFood,1,40000,40000
ORD01798,2025-12-08 14:47:00,Chi nhánh Tân Bình,1365,Cà phê sữa đá,Dùng tại quán,2,25000,50000
ORD09438,2025-12-08 15:25:00,Chi nhánh Tân Bình,1640,Cà phê sữa đá,Mang đi,2,25000,50000
ORD02767,2025-12-08 15:57:00,Chi nhánh Tân Bình,2125,Nước ép dưa hấu,GrabFood,3,45000,135000
ORD06474,2025-12-08 16:20:00,Chi nhánh Gò Vấp,1934,Trà sữa trân châu,GrabFood,3,40000,120000
ORD09340,2025-12-08 16:22:00,Chi nhánh Quận 1,2924,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD06736,2025-12-08 16:46:00,Chi nhánh Tân Bình,2388,Nước ép dưa hấu,Mang đi,2,45000,90000
ORD06887,2025-12-08 16:53:00,Chi nhánh Quận 1,2693,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD06122,2025-12-08 17:29:00,Chi nhánh Quận 1,2344,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD06075,2025-12-08 17:30:00,Chi nhánh Quận 1,1987,Nước ép dưa hấu,Dùng tại quán,4,45000,180000
ORD09372,2025-12-08 17:53:00,Chi nhánh Tân Bình,2666,Nước ép dưa hấu,GrabFood,3,45000,135000
ORD03594,2025-12-08 18:18:00,Chi nhánh Tân Bình,2010,Cà phê sữa đá,GrabFood,4,25000,100000
ORD00748,2025-12-08 18:28:00,Chi nhánh Tân Bình,1083,Nước ép dưa hấu,GrabFood,3,45000,135000
ORD02198,2025-12-08 18:39:00,Chi nhánh Quận 1,2838,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD06226,2025-12-08 18:47:00,Chi nhánh Gò Vấp,2496,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD03552,2025-12-08 18:53:00,Chi nhánh Quận 7,1562,Cà phê sữa đá,GrabFood,4,25000,100000
ORD00526,2025-12-08 19:07:00,Chi nhánh Gò Vấp,1518,Trà đào cam sả,GrabFood,3,35000,105000
ORD05212,2025-12-08 19:37:00,Chi nhánh Gò Vấp,2540,Cà phê sữa đá,Dùng tại quán,1,25000,25000
ORD03408,2025-12-08 19:45:00,Chi nhánh Gò Vấp,2320,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD02784,2025-12-08 19:51:00,Chi nhánh Gò Vấp,2857,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD06964,2025-12-08 20:20:00,Chi nhánh Gò Vấp,1753,Trà sữa trân châu,Mang đi,4,40000,160000
ORD03162,2025-12-08 20:31:00,Chi nhánh Quận 7,2021,Trà sữa trân châu,GrabFood,1,40000,40000
ORD09653,2025-12-08 20:42:00,Chi nhánh Tân Bình,2143,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD01445,2025-12-08 21:07:00,Chi nhánh Quận 1,1888,Nước ép dưa hấu,GrabFood,1,45000,45000
ORD05395,2025-12-08 21:31:00,Chi nhánh Tân Bình,2146,Trà đào cam sả,GrabFood,3,35000,105000
ORD03243,2025-12-08 21:46:00,Chi nhánh Tân Bình,1265,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD05231,2025-12-08 21:51:00,Chi nhánh Quận 1,1734,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD01110,2025-12-08 22:09:00,Chi nhánh Quận 7,1793,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD08590,2025-12-08 22:09:00,Chi nhánh Quận 1,2207,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD02506,2025-12-08 22:12:00,Chi nhánh Quận 7,2252,Trà đào cam sả,GrabFood,3,35000,105000
ORD06263,2025-12-08 22:53:00,Chi nhánh Tân Bình,2536,Bạc xỉu,ShopeeFood,1,25000,25000
ORD05903,2025-12-09 07:30:00,Chi nhánh Gò Vấp,1606,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD06738,2025-12-09 07:44:00,Chi nhánh Quận 7,2254,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD05626,2025-12-09 08:22:00,Chi nhánh Quận 1,1801,Bạc xỉu,Dùng tại quán,1,25000,25000
ORD00557,2025-12-09 08:48:00,Chi nhánh Quận 1,2223,Nước ép dưa hấu,ShopeeFood,2,45000,90000
ORD08452,2025-12-09 08:57:00,Chi nhánh Quận 1,1175,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD00364,2025-12-09 09:12:00,Chi nhánh Quận 1,2470,Cà phê sữa đá,Dùng tại quán,2,25000,50000
ORD07917,2025-12-09 09:14:00,Chi nhánh Gò Vấp,1996,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD09236,2025-12-09 09:52:00,Chi nhánh Quận 1,1352,Bánh mì chả lụa,ShopeeFood,3,20000,60000
ORD09757,2025-12-09 09:52:00,Chi nhánh Tân Bình,2632,Cà phê sữa đá,ShopeeFood,2,25000,50000
ORD06861,2025-12-09 10:21:00,Chi nhánh Quận 1,2180,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD01045,2025-12-09 10:31:00,Chi nhánh Quận 1,1769,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD06979,2025-12-09 10:34:00,Chi nhánh Quận 1,2406,Nước ép dưa hấu,Mang đi,4,45000,180000
ORD02505,2025-12-09 10:39:00,Chi nhánh Quận 1,2590,Bạc xỉu,Dùng tại quán,1,25000,25000
ORD03668,2025-12-09 10:49:00,Chi nhánh Quận 1,2605,Trà sữa trân châu,Dùng tại quán,3,40000,120000
ORD07505,2025-12-09 10:54:00,Chi nhánh Gò Vấp,2013,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD02003,2025-12-09 11:20:00,Chi nhánh Quận 1,2938,Bánh mì chả lụa,Dùng tại quán,4,20000,80000
ORD08184,2025-12-09 11:26:00,Chi nhánh Gò Vấp,2532,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD02895,2025-12-09 12:28:00,Chi nhánh Tân Bình,1616,Bánh mì chả lụa,ShopeeFood,4,20000,80000
ORD01086,2025-12-09 12:31:00,Chi nhánh Quận 1,1438,Trà sữa trân châu,Mang đi,3,40000,120000
ORD01779,2025-12-09 12:38:00,Chi nhánh Tân Bình,1540,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD03745,2025-12-09 13:04:00,Chi nhánh Quận 7,2713,Trà sữa trân châu,ShopeeFood,2,40000,80000
ORD02687,2025-12-09 14:14:00,Chi nhánh Gò Vấp,1407,Bánh mì chả lụa,Mang đi,3,20000,60000
ORD07275,2025-12-09 15:10:00,Chi nhánh Gò Vấp,1763,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD07957,2025-12-09 15:37:00,Chi nhánh Quận 1,1774,Trà đào cam sả,Dùng tại quán,3,35000,105000
ORD07224,2025-12-09 16:03:00,Chi nhánh Gò Vấp,1456,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD08949,2025-12-09 16:03:00,Chi nhánh Quận 7,1274,Cà phê sữa đá,GrabFood,1,25000,25000
ORD05670,2025-12-09 17:13:00,Chi nhánh Quận 1,2844,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD04224,2025-12-09 17:32:00,Chi nhánh Quận 1,1113,Trà đào cam sả,Mang đi,2,35000,70000
ORD04971,2025-12-09 17:37:00,Chi nhánh Gò Vấp,2960,Bánh mì chả lụa,Dùng tại quán,4,20000,80000
ORD03909,2025-12-09 17:54:00,Chi nhánh Quận 1,1657,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD05684,2025-12-09 17:56:00,Chi nhánh Tân Bình,2466,Trà đào cam sả,Mang đi,3,35000,105000
ORD07240,2025-12-09 17:56:00,Chi nhánh Tân Bình,1411,Trà đào cam sả,Mang đi,1,35000,35000
ORD02491,2025-12-09 18:08:00,Chi nhánh Quận 1,1405,Cà phê sữa đá,GrabFood,4,25000,100000
ORD07007,2025-12-09 18:15:00,Chi nhánh Gò Vấp,1764,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD06199,2025-12-09 18:15:00,Chi nhánh Tân Bình,2719,Bạc xỉu,Mang đi,2,25000,50000
ORD05634,2025-12-09 18:24:00,Chi nhánh Gò Vấp,2445,Cà phê sữa đá,Dùng tại quán,3,25000,75000
ORD09445,2025-12-09 19:48:00,Chi nhánh Quận 7,2723,Bạc xỉu,Mang đi,4,25000,100000
ORD00661,2025-12-09 20:08:00,Chi nhánh Quận 7,1787,Bánh mì chả lụa,ShopeeFood,1,20000,20000
ORD04282,2025-12-09 20:24:00,Chi nhánh Quận 7,2957,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD09781,2025-12-09 20:44:00,Chi nhánh Tân Bình,1109,Bạc xỉu,GrabFood,2,25000,50000
ORD07924,2025-12-09 21:13:00,Chi nhánh Tân Bình,1185,Bánh mì chả lụa,Mang đi,3,20000,60000
ORD09364,2025-12-09 21:35:00,Chi nhánh Quận 1,2044,Bạc xỉu,ShopeeFood,1,25000,25000
ORD05326,2025-12-09 21:56:00,Chi nhánh Quận 1,2658,Bạc xỉu,ShopeeFood,1,25000,25000
ORD04353,2025-12-09 22:27:00,Chi nhánh Quận 1,1930,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD03248,2025-12-10 07:01:00,Chi nhánh Quận 7,2250,Bánh mì chả lụa,Dùng tại quán,3,20000,60000
ORD07606,2025-12-10 07:42:00,Chi nhánh Gò Vấp,2608,Nước ép dưa hấu,Mang đi,2,45000,90000
ORD09054,2025-12-10 08:38:00,Chi nhánh Tân Bình,1139,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD00279,2025-12-10 08:43:00,Chi nhánh Quận 7,1554,Cà phê sữa đá,Dùng tại quán,4,25000,100000
ORD02749,2025-12-10 09:40:00,Chi nhánh Quận 1,2426,Trà đào cam sả,Mang đi,4,35000,140000
ORD00035,2025-12-10 10:37:00,Chi nhánh Quận 7,1602,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD06508,2025-12-10 11:00:00,Chi nhánh Gò Vấp,2886,Trà đào cam sả,Mang đi,2,35000,70000
ORD04765,2025-12-10 11:33:00,Chi nhánh Gò Vấp,1317,Trà sữa trân châu,Mang đi,2,40000,80000
ORD03015,2025-12-10 11:43:00,Chi nhánh Quận 1,2742,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD08709,2025-12-10 12:13:00,Chi nhánh Gò Vấp,2265,Cà phê sữa đá,Mang đi,3,25000,75000
ORD00571,2025-12-10 13:07:00,Chi nhánh Quận 1,2913,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD05280,2025-12-10 13:09:00,Chi nhánh Gò Vấp,2281,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD04030,2025-12-10 13:42:00,Chi nhánh Quận 1,1629,Trà sữa trân châu,Mang đi,3,40000,120000
ORD01722,2025-12-10 13:42:00,Chi nhánh Gò Vấp,1343,Bạc xỉu,ShopeeFood,3,25000,75000
ORD04557,2025-12-10 14:11:00,Chi nhánh Quận 7,1677,Trà sữa trân châu,Mang đi,1,40000,40000
ORD07696,2025-12-10 14:23:00,Chi nhánh Gò Vấp,2423,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD02928,2025-12-10 14:29:00,Chi nhánh Quận 1,2656,Bánh mì chả lụa,Mang đi,3,20000,60000
ORD08747,2025-12-10 14:42:00,Chi nhánh Tân Bình,2694,Cà phê sữa đá,GrabFood,4,25000,100000
ORD09480,2025-12-10 15:50:00,Chi nhánh Tân Bình,1286,Trà sữa trân châu,ShopeeFood,3,40000,120000
ORD05944,2025-12-10 16:03:00,Chi nhánh Gò Vấp,1774,Trà sữa trân châu,ShopeeFood,3,40000,120000
ORD02820,2025-12-10 16:23:00,Chi nhánh Quận 1,1132,Trà sữa trân châu,GrabFood,2,40000,80000
ORD08265,2025-12-10 16:40:00,Chi nhánh Tân Bình,2273,Bạc xỉu,Mang đi,2,25000,50000
ORD03906,2025-12-10 16:52:00,Chi nhánh Gò Vấp,2612,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD09574,2025-12-10 17:37:00,Chi nhánh Quận 7,1316,Bánh mì chả lụa,Dùng tại quán,1,20000,20000
ORD09885,2025-12-10 17:47:00,Chi nhánh Quận 1,2278,Nước ép dưa hấu,Dùng tại quán,4,45000,180000
ORD03604,2025-12-10 17:49:00,Chi nhánh Tân Bình,2630,Cà phê sữa đá,ShopeeFood,1,25000,25000
ORD04380,2025-12-10 18:09:00,Chi nhánh Quận 1,2241,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD09212,2025-12-10 18:14:00,Chi nhánh Quận 7,1237,Nước ép dưa hấu,GrabFood,1,45000,45000
ORD07783,2025-12-10 18:28:00,Chi nhánh Quận 1,2020,Bánh mì chả lụa,Dùng tại quán,1,20000,20000
ORD03919,2025-12-10 18:28:00,Chi nhánh Gò Vấp,1640,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD09067,2025-12-10 19:06:00,Chi nhánh Gò Vấp,2975,Bánh mì chả lụa,Dùng tại quán,3,20000,60000
ORD03685,2025-12-10 19:46:00,Chi nhánh Quận 1,2965,Bạc xỉu,Mang đi,1,25000,25000
ORD00831,2025-12-10 19:58:00,Chi nhánh Quận 7,1844,Cà phê sữa đá,Mang đi,2,25000,50000
ORD07072,2025-12-10 20:08:00,Chi nhánh Tân Bình,2112,Bạc xỉu,GrabFood,3,25000,75000
ORD06441,2025-12-10 20:41:00,Chi nhánh Quận 7,2115,Cà phê sữa đá,Mang đi,2,25000,50000
ORD09466,2025-12-10 20:59:00,Chi nhánh Tân Bình,1666,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD03347,2025-12-10 21:40:00,Chi nhánh Gò Vấp,2001,Trà sữa trân châu,GrabFood,1,40000,40000
ORD06090,2025-12-10 21:40:00,Chi nhánh Quận 1,1451,Nước ép dưa hấu,Mang đi,4,45000,180000
ORD00615,2025-12-10 21:43:00,Chi nhánh Tân Bình,1645,Bạc xỉu,Mang đi,1,25000,25000
ORD07736,2025-12-10 21:44:00,Chi nhánh Quận 1,1566,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD00527,2025-12-10 21:57:00,Chi nhánh Quận 7,2300,Trà sữa trân châu,GrabFood,4,40000,160000
ORD04250,2025-12-10 22:16:00,Chi nhánh Quận 7,1618,Trà sữa trân châu,GrabFood,1,40000,40000
ORD07032,2025-12-10 22:20:00,Chi nhánh Quận 1,1244,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD07895,2025-12-10 22:22:00,Chi nhánh Quận 1,2968,Bánh mì chả lụa,ShopeeFood,4,20000,80000
ORD04213,2025-12-10 22:50:00,Chi nhánh Quận 1,1790,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD03895,2025-12-10 22:58:00,Chi nhánh Gò Vấp,1938,Trà sữa trân châu,Dùng tại quán,3,40000,120000
ORD01177,2025-12-11 07:18:00,Chi nhánh Gò Vấp,1015,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD05689,2025-12-11 07:48:00,Chi nhánh Quận 7,2627,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD06445,2025-12-11 07:53:00,Chi nhánh Quận 1,1613,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD07332,2025-12-11 07:57:00,Chi nhánh Gò Vấp,2524,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD04530,2025-12-11 08:00:00,Chi nhánh Tân Bình,1167,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD04063,2025-12-11 08:08:00,Chi nhánh Quận 7,1738,Bạc xỉu,ShopeeFood,1,25000,25000
ORD02764,2025-12-11 08:11:00,Chi nhánh Quận 1,1645,Cà phê sữa đá,Mang đi,3,25000,75000
ORD07034,2025-12-11 08:14:00,Chi nhánh Gò Vấp,1286,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD04842,2025-12-11 08:45:00,Chi nhánh Quận 1,2095,Trà sữa trân châu,ShopeeFood,2,40000,80000
ORD06682,2025-12-11 08:57:00,Chi nhánh Quận 1,1535,Trà sữa trân châu,ShopeeFood,1,40000,40000
ORD02234,2025-12-11 09:18:00,Chi nhánh Quận 7,1265,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD08291,2025-12-11 09:37:00,Chi nhánh Gò Vấp,2804,Bạc xỉu,GrabFood,4,25000,100000
ORD09778,2025-12-11 09:39:00,Chi nhánh Quận 7,1629,Bạc xỉu,Mang đi,4,25000,100000
ORD09175,2025-12-11 09:47:00,Chi nhánh Tân Bình,2364,Cà phê sữa đá,GrabFood,2,25000,50000
ORD03282,2025-12-11 10:01:00,Chi nhánh Tân Bình,1035,Cà phê sữa đá,Mang đi,1,25000,25000
ORD04024,2025-12-11 10:08:00,Chi nhánh Quận 1,1933,Bạc xỉu,ShopeeFood,4,25000,100000
ORD02662,2025-12-11 10:22:00,Chi nhánh Quận 1,1473,Bạc xỉu,ShopeeFood,4,25000,100000
ORD03140,2025-12-11 10:45:00,Chi nhánh Tân Bình,2275,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD03926,2025-12-11 11:34:00,Chi nhánh Gò Vấp,1505,Bạc xỉu,Mang đi,4,25000,100000
ORD01253,2025-12-11 11:37:00,Chi nhánh Quận 7,2812,Trà sữa trân châu,Mang đi,1,40000,40000
ORD04537,2025-12-11 12:28:00,Chi nhánh Gò Vấp,1213,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD01663,2025-12-11 12:45:00,Chi nhánh Gò Vấp,2992,Cà phê sữa đá,Dùng tại quán,1,25000,25000
ORD09798,2025-12-11 12:53:00,Chi nhánh Gò Vấp,2071,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD01938,2025-12-11 12:57:00,Chi nhánh Quận 1,2904,Trà đào cam sả,GrabFood,1,35000,35000
ORD04944,2025-12-11 13:04:00,Chi nhánh Quận 1,2639,Bạc xỉu,GrabFood,1,25000,25000
